Zeitstempel Wetter,Zeitstempel Read,Zeit,Anwesenheit,TAmb,FAmb,AM,WF,PNH,PH,BAmb,PNV,T01,B01,B02,B03,F01,QHeizung,QKuehlung,QBeleuchtung,HT_SP,CL_SP,LX_USP,LX_LSP,L01,L02,HT_TC,CL_TC,Shadestep,SSD,SST,SSI3,Stoerung,L01_NN,L02_NN,SS_NN,HT_TC_NN,CL_TC_NN,reward
1514913600,1514913600,2018-01-02 18:20:00,1,5.114,78.53444,1.6448209999999999,218.5121,-0.6655839,-0.05458128,0.443564,-0.5748551,20.0,620.0,110.0,35.0,30.881153219802574,0.11690528097042918,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.60352,0.1978252,0.10688680209789553
1514914200,1514914200,2018-01-02 18:30:00,1,5.046,79.35842,1.195573,131.7733,-1.165648,-0.04243842,0.443482,-0.7909179000000001,20.0,620.0,110.0,35.0,30.787497841320764,0.11726063580590793,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.21747726,0.03154391,0.106807834356678
1514914800,1514914800,2018-01-02 18:40:00,1,4.8656,80.21970999999999,1.278792,182.6998,-1.381656,0.008078818,0.443482,-0.9237198,20.0,620.0,110.0,35.0,30.70393794264114,0.11851264381532499,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.7775175,-0.3163355,0.10652961035458533
1514915400,1514915400,2018-01-02 18:50:00,1,4.7046,81.48181,1.218264,197.667,-1.42,0.05859606,0.4435312,-0.9950966,20.0,620.0,110.0,35.0,30.62834800133213,0.11967137147780595,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.46546540000000003,0.8745603999999999,0.10627211531847848
1514916000,1514916000,2018-01-02 19:00:00,1,4.753,80.80859,1.668938,175.3013,-1.038429,0.04241379,0.4434984,-0.73343,20.0,620.0,110.0,35.0,30.556838785587058,0.136122162850829,0.0,0.0235,20,26,inf,500,1.0,0.0,20,28,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.7416215,2.716224,0.10261638390225113
1514916600,1514916600,2018-01-02 19:10:00,1,4.8564,79.71916999999999,1.245809,197.4709,-0.8607219000000002,0.01413793,0.443564,-0.5768599,20.0,620.0,110.0,35.0,30.477266131225683,0.1354503861591525,0.0,0.0235,20,26,inf,500,1.0,0.0,20,28,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.5375644,2.1872747,0.10276566761151257
1514917200,1514917200,2018-01-02 19:20:00,1,4.8758,79.72191,1.59105,219.9778,-0.623758,-0.0323399,0.4435148,-0.47376809999999997,20.0,620.0,110.0,35.0,30.39846234570455,0.13527326789847866,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.36780548,-0.072354555,0.10280502722499564
1514917800,1514917800,2018-01-02 19:30:00,1,4.8118,80.38171,1.165338,178.3977,-0.7666666999999999,0.02830049,0.4435804,-0.5233092,20.0,620.0,110.0,35.0,30.33291050107573,0.13572892871549266,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.74524224,1.8363373,0.1027037692656592
1514918400,1514918400,2018-01-02 19:40:00,1,4.9148,79.37556,1.296324,129.5798,-0.583673,0.04647783,0.4435476,-0.47374399999999994,20.0,620.0,110.0,35.0,30.267744106696693,0.13493260882838298,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.80840206,0.3634847,0.10288072924057244
1514919000,1514919000,2018-01-02 19:50:00,1,4.783,80.31961,0.9688377,148.5535,-0.6917196999999999,0.05253695,0.4435476,-0.5272705,20.0,620.0,110.0,35.0,30.204316847412056,0.13593665846540115,0.0,0.0235,20,26,inf,500,1.0,0.0,20,29,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.4801612,3.0528862,0.10265760709901288
1514919600,1514919600,2018-01-02 20:00:00,1,4.8548,80.58256,1.0218129999999999,197.8774,-0.5314013000000001,0.04852217,0.44362959999999996,-0.43012079999999997,20.0,620.0,110.0,35.0,30.157132437839493,0.14988897023791767,0.0,0.0235,20,26,inf,500,1.0,0.0,20,28,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.49884924,2.5772779999999997,0.09955709337178698
1514920200,1514920200,2018-01-02 20:10:00,1,4.8962,80.7758,1.9006669999999999,170.9165,-0.4564968,0.0060591130000000005,0.4435476,-0.40243959999999995,20.0,620.0,110.0,35.0,30.127869965923747,0.14958119251515695,0.0,0.0235,20,26,inf,500,1.0,0.0,20,24,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.14456052,-2.0083108,0.09962548842128936
1514920800,1514920800,2018-01-02 20:20:00,1,4.9378,81.20293000000001,1.21076,187.8425,-0.48959659999999994,0.03435961,0.44359679999999996,-0.3885507,20.0,620.0,110.0,35.0,30.11889050047755,0.14917850963706786,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.55652785,0.43305948,0.09971497350530914
1514921400,1514921400,2018-01-02 20:30:00,1,5.0878,81.01641,2.610945,193.6861,-0.3763482,-0.03637931,0.44362959999999996,-0.3349758,20.0,620.0,110.0,35.0,30.13085532383705,0.14811880161782456,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.25198093,1.1907583000000002,0.09995046417625213
1514922000,1514922000,2018-01-02 20:40:00,1,5.2188,80.81067,1.9364869999999998,128.9835,-0.3432272,0.004039409,0.44359679999999996,-0.2576812,20.0,620.0,110.0,35.0,30.157773609320092,0.14735278227010845,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.5180625,1.2744366000000003,0.1001206906979668
1514922600,1514922600,2018-01-02 20:50:00,1,5.3702,80.55968,2.646059,196.8754,-0.37286620000000004,0.03029557,0.44362959999999996,-0.2140821,20.0,620.0,110.0,35.0,30.202451664969967,0.14608750678776905,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.5039746,1.631177,0.10040186302737557
1514923200,1514923200,2018-01-02 21:00:00,1,5.402,80.69466,3.02639,201.2753,-0.44605100000000003,0.01009852,0.44359679999999996,-0.27553140000000004,20.0,620.0,110.0,35.0,30.25628130544447,0.15741352374642692,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.89854026,1.6741954,0.09788497036989602
1514923800,1514923800,2018-01-02 21:10:00,1,5.3426,83.04539,1.585875,159.1363,-1.7545220000000001,-0.03637931,0.44359679999999996,-0.9653381999999999,20.0,620.0,110.0,35.0,30.344924086336288,0.1583734656457126,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.5211667999999999,0.8259447,0.09767164994783252
1514924400,1514924400,2018-01-02 21:20:00,1,5.1474,85.08829,1.1098780000000001,208.2383,-1.399108,0.01416256,0.443482,-1.201232,20.0,620.0,110.0,35.0,30.471536935368327,0.15970364286462846,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.6560078,-0.6595045,0.0973760550102957
1514925000,1514925000,2018-01-02 21:30:00,1,5.0636,86.23625,2.147732,224.6193,-0.9513163,0.0020197039999999998,0.443482,-1.070411,20.0,620.0,110.0,35.0,30.60678350159482,0.16007902918433142,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.76615727,0.590019,0.09729263582813946
1514925600,1514925600,2018-01-02 21:40:00,1,4.9634,87.24866999999999,1.782203,176.2959,-0.6516348000000001,-0.01820197,0.4434656,-0.8820773000000001,20.0,620.0,110.0,35.0,30.74792579957521,0.16082103929250718,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.69215846,0.52111346,0.09712774469298928
1514926200,1514926200,2018-01-02 21:50:00,1,4.9176,88.04642,1.168552,193.2743,-0.5871761999999999,0.01615764,0.443482,-0.7948791999999999,20.0,620.0,110.0,35.0,30.89355287277897,0.1611477876775856,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.3237836,-0.61901927,0.09705513394074966
1514926800,1514926800,2018-01-02 22:00:00,1,5.0098,86.66803,2.331177,193.4785,-0.3014225,0.11522169999999998,0.4434656,-0.6878261,20.0,620.0,110.0,35.0,31.028668852634702,0.16966570303604467,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.8107995,1.546447,0.09516226386109207
1514927400,1514927400,2018-01-02 22:10:00,1,5.1228,84.99051,2.044389,196.8701,-0.23350320000000002,0.1314039,0.443482,-0.7790338000000001,20.0,620.0,110.0,35.0,31.11656070596527,0.16880471841536096,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.19725412,-0.79521525,0.09535359377679957
1514928000,1514928000,2018-01-02 22:20:00,1,5.3272,82.32026,2.877764,157.4465,-0.16726110000000002,0.1415025,0.4435476,-0.7571739000000001,20.0,620.0,110.0,35.0,31.16843659846759,0.16779887385105138,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.23178026,0.22571099,0.0955771147910906
1514928600,1514928600,2018-01-02 22:30:00,1,5.4688,80.08774,2.03409,189.8804,-0.196879,0.1475616,0.443564,-0.6917873999999999,20.0,620.0,110.0,35.0,31.16284466415947,0.16681652110594553,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.8900169,-0.64194506,0.09579541540111412
1514929200,1514929200,2018-01-02 22:40:00,1,5.6536,77.69331,2.975907,153.9316,-0.2038429,0.1050739,0.4435804,-0.5748551,20.0,620.0,110.0,35.0,31.11984722904473,0.16573414220661106,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.36345136,0.768818,0.09603594404541066
1514929800,1514929800,2018-01-02 22:50:00,1,5.7134,76.6874,3.562965,124.7876,-0.2718047,0.1536207,0.44359679999999996,-0.4915942,20.0,620.0,110.0,35.0,31.04916314706405,0.16548625240832807,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.3743552,1.0527933999999999,0.09609103066725133
1514930400,1514930400,2018-01-02 23:00:00,1,5.9362,73.7867,3.183774,183.0921,-0.01566879,0.03231527,0.443564,-0.3587681,20.0,620.0,110.0,35.0,30.948177060357967,0.1711533106600469,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.15665624,1.3026776000000002,0.0948316843890916
1514931000,1514931000,2018-01-02 23:10:00,1,5.9232,74.11294000000001,1.6365049999999999,145.3593,-0.09233546,0.03236453,0.44359679999999996,-0.3726812,20.0,620.0,110.0,35.0,30.82079265911391,0.17153361173309956,0.0,0.0235,20,26,inf,500,1.0,0.0,20,28,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.4818012,2.8368912,0.09474717303952432
1514931600,1514931600,2018-01-02 23:20:00,1,5.9056,74.36731999999999,2.399364,165.0123,-0.07144374,0.01211823,0.44359679999999996,-0.39048309999999997,20.0,620.0,110.0,35.0,30.721551501210808,0.17160424908980748,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.57192254,0.6866317,0.0947314758491448
1514932200,1514932200,2018-01-02 23:30:00,1,5.936,74.45859,3.7470239999999997,205.2591,-0.06619958,-0.05657635,0.44362959999999996,-0.4123188,20.0,620.0,110.0,35.0,30.63223708370469,0.17123030093266925,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.6223423,0.54091287,0.09481457543961996
1514932800,1514932800,2018-01-02 23:40:00,1,5.8906,75.22795,2.560602,134.373,-0.10804669999999998,-0.02625616,0.44359679999999996,-0.3905072,20.0,620.0,110.0,35.0,30.56561538079556,0.17181013213977592,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.83040047,0.74928695,0.0946857240602629
1514933400,1514933400,2018-01-02 23:50:00,1,5.7592,77.28795,3.4806559999999998,171.3101,-1.456624,-0.07884236,0.4435312,-1.070386,20.0,620.0,110.0,35.0,30.532755852478452,0.17249190309246426,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.40504107,1.8173692,0.09453421940410994
1514934000,1514934000,2018-01-03 00:00:00,1,5.6412,79.0331,1.888227,137.9669,-1.6325690000000002,-0.0646798,0.4435804,-1.4589370000000002,20.0,620.0,110.0,35.0,30.53815256821612,0.17925687452395564,0.0,0.0235,20,26,inf,500,1.0,0.0,20,28,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.8867395,2.6053646,0.0930308924193341
1514934600,1514934600,2018-01-03 00:10:00,1,5.5898,80.56151,2.1600740000000003,217.8384,-1.724904,-0.05859606,0.44359679999999996,-1.345918,20.0,620.0,110.0,35.0,30.58647760454544,0.17946392737319009,0.0,0.0235,20,26,inf,500,1.0,0.0,20,25,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.83185834,-1.0133499,0.09298488067505978
1514935200,1514935200,2018-01-03 00:20:00,1,5.5776,80.46717,2.376706,173.0986,-1.5350110000000001,-0.08086207,0.44359679999999996,-1.349879,20.0,620.0,110.0,35.0,30.6432041446925,0.17959444263508667,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.8574,-0.1816918,0.0929558772835272
1514935800,1514935800,2018-01-03 00:30:00,1,5.6738,80.50988000000001,2.3743279999999998,227.2279,-1.273652,-0.08490148,0.44361320000000004,-1.157633,20.0,620.0,110.0,35.0,30.69712505271743,0.17884983906780633,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.40688017,-0.76734424,0.09312134474292284
1514936400,1514936400,2018-01-03 00:40:00,1,5.6582,81.53345,2.543734,188.4885,-1.5210620000000001,-0.02628079,0.4435804,-1.193333,20.0,620.0,110.0,35.0,30.775043107995714,0.17884786901659616,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.25133437,-0.5852786999999999,0.09312178253208064
1514937000,1514937000,2018-01-03 00:50:00,1,5.7236,82.23685,2.255831,157.3432,-1.315456,-0.08492611,0.4435804,-1.139807,20.0,620.0,110.0,35.0,30.8731140751802,0.17867775676143866,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.47864386,-0.11910665,0.09315958525544897
1514937600,1514937600,2018-01-03 01:00:00,1,5.8774,82.47869,3.245376,198.0771,-0.7108916999999999,-0.04849754,0.44361320000000004,-0.7314493000000001,20.0,620.0,110.0,35.0,31.003942487909054,0.18250498567454665,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.2535595,1.174167,0.09230908994142498
1514938200,1514938200,2018-01-03 01:10:00,1,5.9862,82.92387,2.089738,183.3031,-0.4198938,-0.05051724,0.44362959999999996,-0.41630429999999996,20.0,620.0,110.0,35.0,31.162951548162276,0.18160345869932185,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.50703,0.8259796999999999,0.09250942926925272
1514938800,1514938800,2018-01-03 01:20:00,1,5.9936,83.69929,2.8980189999999997,157.9965,-0.3171125,-0.02628079,0.44372799999999996,-0.3171498,20.0,620.0,110.0,35.0,31.333289568023826,0.1818791107550471,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.7927095999999999,0.78919744,0.09244817325686933
1514939400,1514939400,2018-01-03 01:30:00,1,6.0248,84.24266,2.193064,178.5103,-0.12021230000000001,-0.0464532,0.44367879999999993,-0.2537198,20.0,620.0,110.0,35.0,31.52009806140768,0.18166928862555884,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.5552201,0.5432378999999999,0.0924948003967556
1514940000,1514940000,2018-01-03 01:40:00,1,6.0874,84.81021,1.827806,244.2063,-0.2595966,-0.01413793,0.44367879999999993,-0.2636232,20.0,620.0,110.0,35.0,31.713553382866653,0.18109435432678092,0.0,0.0235,20,26,inf,500,1.0,0.0,20,25,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.14037919,-1.0857965,0.0926225635742618
1514940600,1514940600,2018-01-03 01:50:00,1,6.2102,85.46829,2.3590169999999997,165.7324,-0.04704883,-0.01413793,0.44362959999999996,-0.1764251,20.0,620.0,110.0,35.0,31.927204232981968,0.18030435658793809,0.0,0.0235,20,26,inf,500,1.0,0.0,20,25,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.604329,-1.5753967,0.09279811862733801
1514941200,1514941200,2018-01-03 02:00:00,1,6.2196,86.24385,2.215706,173.7201,-0.4843949000000001,-0.04039409,0.4437116,-0.3251208,20.0,620.0,110.0,35.0,32.15770477281833,0.1838312324705148,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.50079787,1.6104791999999999,0.09201436843120983
1514941800,1514941800,2018-01-03 02:10:00,1,6.3302,86.98409000000001,1.67513,192.0898,-0.552293,-0.0303202,0.4436952,-0.3924638,20.0,620.0,110.0,35.0,32.41132342890148,0.18337637151188554,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.865484,-0.5881405,0.09211544864423854
1514942400,1514942400,2018-01-03 02:20:00,1,6.3984,87.63345,2.293758,234.2202,-0.3066667,-0.004039409,0.44374440000000004,-0.30326090000000006,20.0,620.0,110.0,35.0,32.683549007559435,0.1826255956932681,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.8155204,1.0145949,0.09228228771504243
1514943000,1514943000,2018-01-03 02:30:00,1,6.4178,87.79959000000001,2.254248,200.0855,-0.04178344,-0.02630542,0.4437608,-0.2001932,20.0,620.0,110.0,35.0,32.957530061260385,0.18266404893225135,0.0,0.0235,20,26,inf,500,1.0,0.0,20,25,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.7366496,-1.4515345,0.09227374255082392
1514943600,1514943600,2018-01-03 02:40:00,1,6.3276,88.3727,1.5155809999999998,220.0512,-0.09932059,-0.02019704,0.4437608,-0.1942754,20.0,620.0,110.0,35.0,33.213424572796896,0.18318351366643926,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.23194808,-0.79501534,0.09215830594322663
1514944200,1514944200,2018-01-03 02:50:00,1,6.3648,88.96387,1.817711,196.8859,-0.5906369,-0.008078818,0.4437772,-0.41826090000000005,20.0,620.0,110.0,35.0,33.461629332072754,0.1828728112994132,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.82187295,0.6248416,0.09222735091367687
1514944800,1514944800,2018-01-03 03:00:00,1,6.4104,89.3652,2.7412419999999997,210.4681,-0.9112739,-0.03435961,0.44374440000000004,-0.4202174,19.5,620.0,110.0,35.0,34.77590511690457,0.05217256676779605,0.0,0.0235,20,26,inf,500,1.0,0.0,19,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-1.1033984,1.4802403,0.021271849698480658
1514945400,1514945400,2018-01-03 03:10:00,1,6.7086,88.87273,2.9485919999999997,145.3713,-0.05227176,-0.004039409,0.44372799999999996,-0.05154589,20.0,620.0,110.0,35.0,33.97538175949941,0.1830948135318024,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.58534896,0.42804763,0.09217801708425702
1514946000,1514946000,2018-01-03 03:20:00,1,6.9528,88.13828000000001,2.644796,217.394,0.01044586,-0.05662562,0.4438264,0.0297343,20.0,620.0,110.0,35.0,34.26033768551645,0.18178128201501095,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.47006735,0.28096902,0.09246991297687734
1514946600,1514946600,2018-01-03 03:30:00,1,7.0842,87.96874,2.447673,229.2496,0.04006369,-0.04039409,0.44392479999999995,-0.005942029000000001,20.0,620.0,110.0,35.0,34.54396953248802,0.18121976337816634,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.64378977,-0.24801809,0.09259469489617617
1514947200,1514947200,2018-01-03 03:40:00,1,7.1096,88.38724,1.530735,227.8559,-0.1568153,-0.01009852,0.44385920000000006,-0.07135266,20.0,620.0,110.0,35.0,34.82786372920717,0.18048148593673288,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.5325013000000001,-0.32253128,0.09275875654982804
1514947800,1514947800,2018-01-03 03:50:00,1,7.0884,89.72865,2.243235,211.8748,-0.8154352,-0.02423645,0.4438428,-0.3905072,20.0,620.0,110.0,35.0,35.12132457579969,0.18078294560808209,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.67954856,0.9088358,0.09269176551175044
1514948400,1514948400,2018-01-03 04:00:00,1,7.3248,88.90493000000001,2.3114790000000003,197.697,-0.177707,-0.004064039,0.443892,-0.07927536,20.0,620.0,110.0,35.0,35.41558177272182,0.1830450580197936,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.91124535,-0.6207286,0.09218907386470344
1514949000,1514949000,2018-01-03 04:10:00,1,7.5758,87.59378000000001,1.763096,237.0329,0.03481953,-0.08492611,0.443892,-0.01388889,20.0,620.0,110.0,35.0,35.69995196652939,0.18089515145423485,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.573628,0.83027315,0.09266683087927204
1514949600,1514949600,2018-01-03 04:20:00,1,7.831,87.13239,2.825158,189.6152,-0.212569,-0.02022167,0.4439576,-0.08917874,20.0,620.0,110.0,35.0,35.983836708018934,0.17972425527584995,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.7604065999999999,1.4900066,0.09292703003002424
1514950200,1514950200,2018-01-03 04:30:00,1,7.976,86.86532,1.974865,133.5903,-0.5314013000000001,-0.0323399,0.443892,-0.21207729999999997,20.0,620.0,110.0,35.0,36.26738076226,0.17847794516265394,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.45791632,1.0959903999999998,0.09320398783295668
1514950800,1514950800,2018-01-03 04:40:00,1,8.3442,86.15083,4.097423,155.6707,-0.3049257,-0.07275862,0.4440396,-0.08724638,20.0,620.0,110.0,35.0,36.57930168352386,0.17564932778848066,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.56000024,1.2086141000000001,0.09383256947166184
1514951400,1514951400,2018-01-03 04:50:00,1,8.6648,84.90548000000001,4.839575,203.2956,0.07490446,-0.07480296,0.44400680000000003,0.05152174,20.0,620.0,110.0,35.0,36.90560544138005,0.17362864779732634,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.72974706,1.8216171,0.09428160946969616
1514952000,1514952000,2018-01-03 05:00:00,1,8.7756,84.39099,3.1427959999999997,181.128,-0.08537155,-0.05657635,0.44400680000000003,-0.01188406,20.0,620.0,110.0,35.0,37.212344518652294,0.17231063228721702,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.6910454,0.32502425,0.094574501805276
1514952600,1514952600,2018-01-03 05:10:00,1,8.7776,84.58957,3.218544,156.7609,-0.6621231,-0.02423645,0.4440232,-0.2537198,20.0,620.0,110.0,35.0,37.502236312782394,0.1722010411947939,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.75337315,0.47350815,0.09459885538137004
1514953200,1514953200,2018-01-03 05:20:00,1,8.9908,84.12834000000001,3.740242,189.5301,-0.2160297,-0.04243842,0.44405600000000006,-0.07335749,20.0,620.0,110.0,35.0,37.80198531182615,0.17124317330739716,0.0,0.0235,20,26,inf,500,1.0,0.0,20,25,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.54226035,-1.1556548999999998,0.09481171491190264
1514953800,1514953800,2018-01-03 05:30:00,1,9.3992,83.43669,4.83044,192.9176,-0.43210190000000004,0.004014778,0.44412159999999995,-0.07528986,19.5,620.0,110.0,35.0,39.29858968325379,0.034494680873381985,0.0,0.0235,20,26,inf,500,1.0,0.0,19,26,1.0,7,10,255,0.0,1.0,0.0,1.0,-1.0714104,-0.41871980000000003,0.02520026878612823
1514954400,1514954400,2018-01-03 05:40:00,1,9.7746,82.82959,3.2790470000000003,130.2115,-0.5122717999999999,-0.11317730000000001,0.44413800000000003,-0.09710145,20.0,620.0,110.0,35.0,38.44412795742238,0.16521839550140308,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.2483302,1.1346668,0.09615055442434578
1514955000,1514955000,2018-01-03 05:50:00,1,9.9344,83.08546,3.085048,192.3211,-0.8816136,-0.08692118,0.44405600000000006,-0.5847826,20.0,620.0,110.0,35.0,38.83343232925122,0.1643343215411522,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.7342105999999999,-0.84316015,0.09634701530440153
1514955600,1514955600,2018-01-03 06:00:00,1,10.213,82.48146,3.316818,154.3777,-0.3780892,-0.05054187,0.4442528,-0.2616667,20.0,620.0,110.0,35.0,39.24124691850903,0.16302925419330694,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.44865796,0.9006424000000001,0.09663703027058934
1514956200,1514956200,2018-01-03 06:10:00,1,10.192,82.66143000000001,2.319466,163.55700000000002,-0.5714861999999999,-0.04849754,0.4441544,-0.2992995,20.0,620.0,110.0,35.0,39.61717850913035,0.1628637633732757,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.5334648,1.0322117,0.09667380600837408
1514956800,1514956800,2018-01-03 06:20:00,1,10.09,85.59695,2.8129720000000002,193.7212,-1.852123,-0.03839901,0.4441872,-1.044638,20.0,620.0,110.0,35.0,40.00910451940096,0.163668926316811,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.62248975,0.30844867,0.09649488090981068
