Zeitstempel Wetter,Zeitstempel Read,Zeit,Anwesenheit,TAmb,FAmb,AM,WF,PNH,PH,BAmb,PNV,T01,B01,B02,B03,F01,QHeizung,QKuehlung,QBeleuchtung,HT_SP,CL_SP,LX_USP,LX_LSP,L01,L02,HT_TC,CL_TC,Shadestep,SSD,SST,SSI3,Stoerung,L01_NN,L02_NN,SS_NN,HT_TC_NN,CL_TC_NN,reward
1514761200,1514761200,2018-01-01 00:00:00,1,8.7046,74.4104,1.145361,159.1574,-2.371338,-0.08894089,0.44385920000000006,-1.225024,20.0,0.0,0.0,0.0,30.11970340521506,0.08240484467831795,0.0,0.0,20,26,inf,500,0.0,0.0,20,24,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1514761800,1514761800,2018-01-01 00:10:00,1,8.8584,73.82356999999999,1.188012,152.5659,-1.038429,0.0020197039999999998,0.4439084,-0.6045894,20.0,620.0,110.0,35.0,30.58776208792191,0.08132992734684251,0.0,0.0235,20,26,inf,500,1.0,0.0,20,25,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.56614983,-1.9325963,0.11479243623647035
1514762400,1514762400,2018-01-01 00:20:00,1,9.1988,72.17381999999999,1.6087790000000002,211.887,-1.383418,-0.04849754,0.4439576,-0.6382609,20.0,620.0,110.0,35.0,31.010050747654237,0.07925518397115322,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.25674552,-0.024274498,0.11525349031995685
1514763000,1514763000,2018-01-01 00:30:00,1,9.5364,70.82930999999999,1.314431,190.5241,-0.2020807,-0.05051724,0.4440396,-0.01586957,20.0,620.0,110.0,35.0,31.41062187579893,0.07702426460043664,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.5751879,-0.5815854,0.11574925018011607
1514763600,1514763600,2018-01-01 00:40:00,1,10.0226,68.97958,1.374524,118.4192,0.28050959999999997,-0.07078818,0.4440888,0.28741550000000005,20.0,620.0,110.0,35.0,31.794366649149566,0.07323854616610961,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.9737931999999999,-0.15841231,0.11659052094329984
1514764200,1514764200,2018-01-01 00:50:00,1,10.3282,67.9595,2.080078,232.0485,-0.0818896,-0.10509849999999998,0.4440888,0.04161836,20.0,620.0,110.0,35.0,32.16441475507468,0.07163592320733521,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.4953581,-0.88493687,0.11694665937858305
1514764800,1514764800,2018-01-01 01:00:00,1,9.5572,76.37116999999999,1.622261,167.9528,-3.319172,0.01618227,0.4439576,-1.7384060000000001,20.0,620.0,110.0,35.0,32.574285238492266,0.08864506298724993,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.8537690999999998,1.0247802,0.11316685053860205
1514765400,1514765400,2018-01-01 01:10:00,1,8.548,86.21921999999999,0.6592209,209.476,-2.216263,0.01214286,0.44379359999999995,-2.087295,20.0,620.0,110.0,35.0,33.17047513387282,0.09441980761603658,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.6559706999999999,1.4341228000000001,0.11188357395442723
1514766000,1514766000,2018-01-01 01:20:00,1,8.134,90.2485,0.5686295,201.4874,-1.721444,0.03034483,0.443892,-1.7800479999999999,20.0,620.0,110.0,35.0,33.83087276323987,0.09739502208741707,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.5367704000000001,0.46819896,0.11122241518300932
1514766600,1514766600,2018-01-01 01:30:00,1,7.9578,91.49461,0.1552434,130.5994,-1.9130790000000002,0.08692118,0.44385920000000006,-1.554058,20.0,620.0,110.0,35.0,34.475610005259696,0.09845222928729913,0.0,0.0235,20,26,inf,500,1.0,0.0,20,28,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.5771998,2.8590527000000003,0.1109874802497022
1514767200,1514767200,2018-01-01 01:40:00,1,8.4328,89.4239,2.633808,262.6013,-1.027983,-0.01009852,0.443892,-0.9653623,20.0,620.0,110.0,35.0,35.10169668623293,0.09494851012962163,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.5785505,-0.057604134,0.11176608450696388
1514767800,1514767800,2018-01-01 01:50:00,1,8.5664,87.04108000000001,2.039486,238.1454,-1.322463,0.02625616,0.4438428,-0.8325604,20.0,620.0,110.0,35.0,35.628061957636454,0.09431028525330727,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.314264,0.30161202,0.11190791225725594
1514768400,1514768400,2018-01-01 02:00:00,1,8.808,83.32714,2.850259,236.2377,-1.129045,0.03842365,0.44385920000000006,-0.7235265999999999,20.0,620.0,110.0,35.0,36.06516913661691,0.10625767770702167,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.51226485,1.0222492,0.10925293615643053
1514769000,1514769000,2018-01-01 02:10:00,1,8.7358,81.69740999999999,2.093116,104.6399,-0.9635244000000001,0.02022167,0.44381000000000004,-0.6739371999999999,20.0,620.0,110.0,35.0,36.373761451581956,0.10597391888869284,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.39104432,0.37209840000000005,0.10931599367161472
1514769600,1514769600,2018-01-01 02:20:00,1,8.691,78.92801999999999,4.180371,212.4823,-0.9304034,0.03438424,0.44385920000000006,-0.7136232,20.0,620.0,110.0,35.0,36.57772481879967,0.1064614822276358,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.75758326,-0.46184188,0.10920764626296073
1514770200,1514770200,2018-01-01 02:30:00,1,8.4928,78.13253,2.836909,189.9106,-1.2544799999999998,0.01817734,0.4438755999999999,-0.8583091999999999,20.0,620.0,110.0,35.0,36.64592769005107,0.10758243069207002,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.47548628,0.815091,0.10895854660419756
1514770800,1514770800,2018-01-01 02:40:00,1,8.3524,76.4863,3.00155,171.9317,-1.177834,-0.01820197,0.44381000000000004,-0.8206521999999999,20.0,620.0,110.0,35.0,36.62416319198362,0.1085946094355114,0.0,0.0235,20,26,inf,500,1.0,0.0,20,28,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.6327421999999999,2.6490521,0.10873361799454392
1514771400,1514771400,2018-01-01 02:50:00,1,8.1048,76.82928000000001,1.931083,162.1693,-1.3520590000000001,-0.0020197039999999998,0.4437608,-0.9395652,20.0,620.0,110.0,35.0,36.54026216385228,0.11110792405262628,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.3444795,1.1653411,0.10817510363518508
1514772000,1514772000,2018-01-01 03:00:00,1,7.9110000000000005,78.75089,2.039485,184.5042,-2.198832,0.0060591130000000005,0.44372799999999996,-1.248792,20.0,620.0,110.0,35.0,36.46572844766444,0.124750167335387,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.46926480000000004,-0.53377926,0.1051434940167938
1514772600,1514772600,2018-01-01 03:10:00,1,7.7752,80.03703,2.094732,142.7722,-2.214501,-0.05458128,0.44372799999999996,-1.276522,20.0,620.0,110.0,35.0,36.44072244198456,0.1260310845284196,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.49175045,-0.64327794,0.10485884575167542
1514773200,1514773200,2018-01-01 03:20:00,1,7.79,80.40303,2.463115,209.0724,-2.146582,-0.02628079,0.4437608,-1.163575,20.0,620.0,110.0,35.0,36.415194564694204,0.12592893039489053,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.34138685,0.9869975000000001,0.10488154667023744
1514773800,1514773800,2018-01-01 03:30:00,1,7.9244,78.91251,2.618276,258.5886,-1.407813,-0.04852217,0.44381000000000004,-0.8047826,20.0,620.0,110.0,35.0,36.388663682347065,0.12454069957203392,0.0,0.0235,20,26,inf,500,1.0,0.0,20,28,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.7746526999999999,2.388611,0.10519004240865004
1514774400,1514774400,2018-01-01 03:40:00,1,7.9988,78.94588,2.933019,227.842,-0.9408704999999999,-0.08285714,0.4438264,-0.5748309,20.0,620.0,110.0,35.0,36.36929627521271,0.12400305839518228,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.3864951,-0.9470915999999999,0.10530951822572816
1514775000,1514775000,2018-01-01 03:50:00,1,7.9662,78.91965,3.082137,192.7446,-0.7823142,-0.08086207,0.44381000000000004,-0.5014734000000001,20.0,620.0,110.0,35.0,36.350312260010064,0.12473813536622007,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.39835346,0.6608937,0.10514616778771976
1514775600,1514775600,2018-01-01 04:00:00,1,7.9072,79.17795,1.936266,168.9356,-0.9757113000000002,-0.03839901,0.4437772,-0.5728502,20.0,620.0,110.0,35.0,36.33098389281936,0.13709895278523224,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.42531884,-0.24018174,0.10239931947238373
1514776200,1514776200,2018-01-01 04:10:00,1,7.8452,79.79564,2.108517,212.4684,-0.9426114999999999,-0.07477833,0.4437772,-0.5074638,20.0,620.0,110.0,35.0,36.31525420554998,0.13776006299801524,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.66442484,1.1309755,0.10225240609176528
1514776800,1514776800,2018-01-01 04:20:00,1,7.877000000000001,79.61631,3.1625669999999997,201.6842,-0.8903609,0.0060591130000000005,0.4438428,-0.4975121,20.0,620.0,110.0,35.0,36.30919643973189,0.13740076991923172,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.7007619,0.71972877,0.10233224899816162
1514777400,1514777400,2018-01-01 04:30:00,1,7.856,79.47825999999999,2.9172990000000003,236.0345,-0.9042886999999998,-0.03637931,0.4438264,-0.555,20.0,620.0,110.0,35.0,36.29732623830849,0.13766949227334355,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.57026935,0.5770960999999999,0.10227253291947012
1514778000,1514778000,2018-01-01 04:40:00,1,7.8074,79.2764,1.8153580000000002,218.2562,-1.0262209999999998,-0.03029557,0.44381000000000004,-0.6521739000000001,20.0,620.0,110.0,35.0,36.27284418423467,0.13805156412882694,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.7432065,1.0170898000000002,0.10218762806269603
1514778600,1514778600,2018-01-01 04:50:00,1,7.778,79.21162,2.99663,230.31799999999998,-1.149936,2.463054e-05,0.44379359999999995,-0.6699758000000001,20.0,620.0,110.0,35.0,36.23972637030627,0.13839391404000725,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.29616162,1.8206950000000002,0.10211155030465596
1514779200,1514779200,2018-01-01 05:00:00,1,7.7642,78.35292,2.490209,171.7294,-1.3137370000000002,-0.1051232,0.4438264,-0.8087198,20.0,620.0,110.0,35.0,36.18480057852711,0.14795400406047168,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.8554465,1.0423313,0.09998708585566383
1514779800,1514779800,2018-01-01 05:10:00,1,7.8822,76.6747,3.3490620000000004,156.5522,-1.146454,-0.12330050000000001,0.4437772,-0.6065941999999999,19.5,620.0,110.0,35.0,37.2383685659966,0.014140824297884196,0.0,0.0235,20,26,inf,500,1.0,0.0,19,24,0.0,2,0,0,0.0,1.0,0.0,0.0,-1.0285611,-2.1103923,0.02972334802512773
1514780400,1514780400,2018-01-01 05:20:00,1,7.7774,76.60524000000001,2.7572330000000003,157.3529,-1.280637,-0.06470443,0.44379359999999995,-0.6997101,20.0,620.0,110.0,35.0,35.98623364586092,0.1477456391375797,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.6216955,1.0911715,0.10003338917186208
1514781000,1514781000,2018-01-01 05:30:00,1,7.796,76.14008000000001,2.374295,188.7081,-1.209193,-0.08487685,0.44385920000000006,-0.6204348000000001,20.0,620.0,110.0,35.0,35.86449962061034,0.14765433113674256,0.0,0.0235,20,26,inf,500,1.0,0.0,20,24,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.62675583,-2.952258,0.10005367983871476
1514781600,1514781600,2018-01-01 05:40:00,1,7.746,76.15091,2.752887,142.7765,-1.0541399999999999,-0.07477833,0.44381000000000004,-0.6342995,20.0,620.0,110.0,35.0,35.748609182769705,0.14830574652729647,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.58122134,1.0042261000000001,0.09990892086303613
1514782200,1514782200,2018-01-01 05:50:00,1,7.6486,76.67636999999999,2.021887,275.3652,-1.446157,-0.05662562,0.4437772,-0.6065699999999999,20.0,620.0,110.0,35.0,35.636874831769745,0.14863635733887054,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.9170113999999999,-0.48106554,0.09983545179379744
1514782800,1514782800,2018-01-01 06:00:00,1,7.659,76.62465999999999,2.2333689999999997,205.6836,-1.245775,-0.08492611,0.4438264,-0.7016908000000001,20.0,620.0,110.0,35.0,35.534172352010586,0.15851652054303464,0.0,0.0235,20,26,inf,500,1.0,0.0,20,25,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.25508857,-1.0590648999999999,0.09763985997064986
1514783400,1514783400,2018-01-01 06:10:00,1,7.647,76.1919,2.235969,210.8259,-1.284119,-0.07884236,0.4438264,-0.6977536,20.0,620.0,110.0,35.0,35.433289319347466,0.15813539652430542,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,1.0,7,10,255,0.0,1.0,0.0,1.0,-0.68044204,-0.04651481,0.09772455419703413
1514784000,1514784000,2018-01-01 06:20:00,1,7.51,76.91188000000001,2.6110919999999997,158.9525,-1.3572819999999999,-0.01012315,0.44379359999999995,-0.7869324000000001,20.0,620.0,110.0,35.0,35.3272854437776,0.1594327053124824,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.7096578,1.3281454,0.09743626335521703
1514784600,1514784600,2018-01-01 06:30:00,1,7.4714,77.4227,2.949445,207.6786,-1.223121,-0.04852217,0.4437772,-0.6501690999999999,20.0,620.0,110.0,35.0,35.24034560814437,0.15957774248380985,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.45998397,0.9113369,0.09740403287269983
1514785200,1514785200,2018-01-01 06:40:00,1,7.3908,78.72462,3.3691699999999996,167.7361,-1.785902,0.02019704,0.4437772,-0.8483815999999998,20.0,620.0,110.0,35.0,35.17827723210234,0.16034794263325014,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.64268965,1.1338301000000002,0.09723287728393533
1514785800,1514785800,2018-01-01 06:50:00,1,7.2554,80.0502,2.569827,221.4878,-1.761486,-0.02428571,0.4437608,-0.9990821,20.0,620.0,110.0,35.0,35.14308339003052,0.16102837750168011,0.0,0.0235,20,26,inf,500,1.0,0.0,20,28,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.45037910000000003,2.0364695,0.09708166953539532
1514786400,1514786400,2018-01-01 07:00:00,1,7.047000000000001,82.42065,1.772609,284.3502,-2.122166,0.03231527,0.4437608,-1.161594,20.0,620.0,110.0,35.0,35.144855319372056,0.16756529127844536,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.535678,0.93557525,0.09562902202944748
1514787000,1514787000,2018-01-01 07:10:00,1,6.7604,85.85203,1.795168,155.5485,-1.7371130000000001,0.05862069,0.44367879999999993,-1.223043,20.0,620.0,110.0,35.0,35.193064013400104,0.16958296933539282,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.7586681,1.0821763,0.0951806491279036
1514787600,1514787600,2018-01-01 07:20:00,1,6.3106,89.48864,2.084555,218.6416,-1.3747129999999999,0.07682266,0.4435476,-1.064469,20.0,620.0,110.0,35.0,35.298100876542726,0.17289649689301664,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.7074553000000001,0.31809032,0.09444430967065387
1514788200,1514788200,2018-01-01 07:30:00,1,6.2426,90.23764,1.271067,170.5186,-0.5157324999999999,0.01817734,0.44359679999999996,-0.6164976,20.0,620.0,110.0,35.0,35.39185514391532,0.17332775556689076,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.5780857,0.5333899000000001,0.09434847440979294
1514788800,1514788800,2018-01-01 07:40:00,1,6.308,88.20263,3.088517,142.759,-1.000106,0.06268473,0.4435476,-0.777029,20.0,620.0,110.0,35.0,35.47904727951689,0.17277332095372527,0.0,0.0235,20,26,inf,500,1.0,0.0,20,25,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.6526854999999999,-1.0247536,0.0944716821016075
1514789400,1514789400,2018-01-01 07:50:00,1,6.3558,86.2095,2.791921,194.0806,-0.8049682,0.08692118,0.4435804,-0.73343,20.0,620.0,110.0,35.0,35.49168375725296,0.1724813385435791,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.40678236,0.13306543,0.09453656708164
1514790000,1514790000,2018-01-01 08:00:00,1,6.349,85.46549,3.085154,169.1195,-0.29445859999999996,-0.004039409,0.443564,-0.5193478,20.0,620.0,110.0,35.0,35.464347067080006,0.1775099614857628,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.73439395,0.89302605,0.09341909531671028
1514790600,1514790600,2018-01-01 08:10:00,1,6.2894,85.85034,3.2480729999999998,183.6983,0.7857962,0.06470443,0.443564,0.19028989999999998,20.0,620.0,110.0,35.0,35.429771595028484,0.17821098057140972,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.44979808,1.8939964,0.09326331329767762
1514791200,1514791200,2018-01-01 08:20:00,1,6.4072,83.19521999999999,2.350587,184.2964,2.921911,0.07073892,0.4435804,1.411329,20.0,620.0,110.0,35.0,35.352241982993185,0.17748752142626706,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.38916758,1.5659376,0.0934240819965982
1514791800,1514791800,2018-01-01 08:30:00,1,6.3674,83.0739,2.41697,293.3203,5.87518,0.09903941,0.8339398000000001,3.048671,20.0,620.0,110.0,35.0,35.26013654736539,0.17793184560006045,0.0,0.0235,20,26,inf,500,1.0,0.0,20,27,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.5503520000000001,1.6246626,0.0933253432913108
1514792400,1514792400,2018-01-01 08:40:00,1,6.5254,79.27396,3.2605470000000003,260.1748,9.138577,0.01618227,1.068211,6.103308999999999,20.0,825.2175140380859,153.99466323852542,78.99466323852539,35.114678668301394,0.17483587737611614,0.0,0.0235,20,26,inf,500,1.0,0.0,20,25,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.84557486,-1.6490053,0.0775959351069182
1514793000,1514793000,2018-01-01 08:50:00,1,6.332999999999999,79.39926,3.207252,226.8309,14.7193,0.08288177,1.61469,10.8071,20.0,951.4380798339844,181.62936401367188,106.62936401367188,34.915092720899324,0.1753931003587992,0.0,0.0235,20,26,inf,500,1.0,0.0,20,26,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.67272496,0.12131244,0.0673744625137612
1514793600,1514793600,2018-01-01 09:00:00,1,6.2164,81.00406,3.27812,209.65099999999998,15.94244,0.10310339999999998,1.614723,12.49002,20.0,1006.065948486328,193.0991058349609,118.09910583496094,34.734539065576875,0.1797701278677437,0.0,0.0235,20,26,inf,500,1.0,0.0,20,24,0.0,2,0,0,0.0,1.0,0.0,0.0,-0.06326516,-2.0222754000000003,0.062031560241808274
1514794200,1514794200,2018-01-01 09:10:00,1,6.3316,80.48338000000001,3.3562550000000004,225.9038,16.65331,0.26477829999999997,1.61474,15.11254,20.0,409.82989501953125,87.68180847167969,87.68180847167969,34.59222392201439,0.17887133273582675,0.0,0.0,20,26,inf,500,0.0,0.0,20,26,0.0,2,0,0,0.0,0.0,0.0,0.0,0.09310459,-0.8025566,0.1799106049866566
1514794800,1514794800,2018-01-01 09:20:00,1,6.2438,80.48073000000001,3.366595,214.4413,19.34348,0.7842610999999999,2.005115,19.033360000000002,20.0,461.4471435546875,98.52710723876952,98.52710723876952,34.457173565551265,0.17940075481374052,0.0,0.0,20,26,inf,500,0.0,0.0,20,25,0.0,2,0,0,0.0,0.0,0.0,0.0,-0.23970504,-1.439651,0.2830274527063216
1514795400,1514795400,2018-01-01 09:30:00,1,6.2178,80.46885,2.15758,204.2569,29.724390000000003,42.11357,2.785705,107.98,20.0,1138.2930908203125,395.38323974609375,395.38323974609375,34.31844897144613,0.1757053314638138,0.0,0.0,20,26,inf,500,0.0,0.0,20,25,0.0,2,0,0,0.0,0.0,0.0,0.0,0.17827056,-1.7336307,0.3609543707858192
1514796000,1514796000,2018-01-01 09:40:00,1,6.547000000000001,76.83791,1.7899939999999999,185.4959,54.4552,140.2694,3.17608,412.0704,20.0,3102.001708984375,868.5579833984375,868.5579833984375,34.15360858199936,0.1337880847143356,0.0,0.0,20,26,inf,500,0.0,0.0,20,26,1.0,7,10,255,0.0,0.0,0.0,1.0,0.6641788000000001,-0.89582825,0.37026931450792544
1514796600,1514796600,2018-01-01 09:50:00,1,6.6634,76.56845,2.321312,253.9967,44.05512,86.40207,3.566472,521.9815,20.0,3098.446533203125,997.9007568359376,997.9007568359376,33.971197921197884,0.1371497810135387,0.0,0.0,20,26,inf,500,0.0,0.0,20,26,0.0,2,0,0,0.0,0.0,0.0,0.0,0.68334585,-0.8843481,0.3695222708858803
1514797200,1514797200,2018-01-01 10:00:00,1,6.6032,77.82818,3.806027,197.6929,121.5145,189.215,3.566521,562.5618,20.0,4043.674560546875,1125.9664306640625,1125.9664306640625,33.82272754724166,0.13249372239302082,0.0,0.0,20,26,inf,500,0.0,0.0,20,24,1.0,7,10,255,0.0,0.0,0.0,1.0,0.69434774,-2.014716,0.3705569505793287
1514797800,1514797800,2018-01-01 10:10:00,1,6.687,77.71573000000001,3.910878,150.3654,161.7888,469.9704,3.9568309999999998,595.0743,20.0,10716.9072265625,3245.20751953125,3245.20751953125,33.716885219442936,0.03581704106127807,0.0,0.0,20,26,inf,500,0.0,0.0,20,26,0.0,2,0,0,0.0,0.0,0.0,0.0,0.38003737,-0.79587334,0.39204065754193823
1514798400,1514798400,2018-01-01 10:20:00,1,6.9146,75.55367,3.28623,177.1299,122.3961,304.6329,4.737502,328.3807,20.045196645130826,11713.5009765625,3846.11279296875,3846.11279296875,33.526685588117644,0.016038347779167718,0.0,0.0,20,26,inf,500,0.0,0.0,20,25,0.0,2,0,0,0.0,0.0,0.0,0.0,0.20657761,-1.4758555,0.3964359227157405
1514799000,1514799000,2018-01-01 10:30:00,1,6.5974,78.75176,3.137236,234.4217,46.38467,2.304236,4.113019,51.2486,20.0,775.8426513671875,164.49908447265625,164.49908447265625,33.54678736103695,0.17250196564387668,0.0,0.0,20,26,inf,500,0.0,0.0,20,26,0.0,2,0,0,0.0,0.0,0.0,0.0,0.62264365,0.013999461999999999,0.3616662298569163
1514799600,1514799600,2018-01-01 10:40:00,1,7.1686,73.92988000000001,2.792577,187.9133,175.3774,456.7574,4.95872,408.6473,20.0,10208.513671875,7551.63037109375,7551.63037109375,33.46606122639289,0.001202287313293141,0.0,0.0,20,26,inf,500,0.0,0.0,20,26,1.0,7,10,255,0.0,0.0,0.0,1.0,-0.12936303,-0.36438432,0.3997328250414904
1514800200,1514800200,2018-01-01 10:50:00,1,7.675,70.61985,1.94135,179.3338,242.679,709.6047,4.893592,609.0709,20.43428587569839,12806.830078125,12958.3017578125,12958.3017578125,32.45865452468447,0.0,0.0,0.0,20,26,inf,500,0.0,0.0,20,26,0.0,2,0,0,0.0,0.0,0.0,0.0,0.34683555,0.74170107,0.4
1514800800,1514800800,2018-01-01 11:00:00,1,7.9322,68.1022,2.984403,228.4729,254.4572,739.253,8.483995,568.3201,21.13780532508776,11521.87890625,16181.419921875,16181.419921875,30.939117790244463,0.0,0.0,0.0,20,26,inf,500,0.0,0.0,20,26,0.0,2,0,0,0.0,0.0,0.0,0.0,0.684906,-0.47433826,0.4
1514801400,1514801400,2018-01-01 11:10:00,1,7.9976,66.26449000000001,3.221397,218.0875,241.9402,647.4824,14.409720000000002,681.3489999999999,21.40351533676763,10273.1982421875,19466.48046875,19466.48046875,30.247199248128638,0.0,0.0,0.0,20,26,inf,500,0.0,0.0,20,27,0.0,2,0,0,0.0,0.0,0.0,0.0,0.61736774,1.1765965,0.4
1514802000,1514802000,2018-01-01 11:20:00,1,8.288,64.19645,3.128018,195.7292,273.5882,762.3159,13.7147,781.7987,21.5193819018891,8946.8828125,21787.60546875,21787.60546875,29.81058821506216,0.0,0.0,0.0,20,26,inf,500,0.0,0.0,20,25,0.0,2,0,0,0.0,0.0,0.0,0.0,0.22046061,-1.5755713,0.4
1514802600,1514802600,2018-01-01 11:30:00,1,8.687000000000001,62.61994,1.773043,156.9801,283.1571,772.2891,17.30622,801.0641,21.450716943527922,9202.291015625,20325.947265625,20325.947265625,29.706680247387567,0.0,0.0,0.0,20,26,inf,500,0.0,0.0,20,25,0.0,2,0,0,0.0,0.0,0.0,0.0,0.31679714,-1.5717769,0.4
1514803200,1514803200,2018-01-01 11:40:00,1,8.2538,63.924859999999995,3.105196,226.8852,297.3694,767.3287,17.810660000000002,816.1013,21.647201616566406,9772.8603515625,18430.34765625,18430.34765625,29.157054806694056,0.0,0.0,0.0,20,26,inf,500,0.0,0.0,20,24,0.0,2,0,0,0.0,0.0,0.0,0.0,0.28924644,-2.056665,0.4
1514803800,1514803800,2018-01-01 11:50:00,1,8.1894,64.75239,3.037272,217.3,307.3548,770.395,18.165429999999997,836.6273,21.70122938724101,10346.7568359375,16251.1865234375,16251.1865234375,28.909305140695885,0.0,0.0,0.0,20,26,inf,500,0.0,0.0,20,26,0.0,2,0,0,0.0,0.0,0.0,0.0,0.41961485,-0.4126863,0.4
1514804400,1514804400,2018-01-01 12:00:00,1,8.3366,64.59638000000001,3.447214,245.4941,302.5773,774.9188,18.47713,841.6146,22.823939353829655,10550.861328125,14173.3525390625,14173.3525390625,26.876865815942672,0.0,0.0,0.0,20,26,inf,500,0.0,0.0,20,25,0.0,2,0,0,0.0,0.0,0.0,0.0,0.35929763,-1.1767371000000002,0.4
